dateLogged,day,sleepDuration,activeCalories,floors,maxHeartRate,minHeartRate,moderateIntensityMins,restHeartRate,calories,distance,steps,vigourousIntensityMinutes,VO2MAX,weight,beers,virus,predictVirus,score
11-Nov-16,Friday,7.6,314,6,118,32,0,45,2446,7.7,9206,0,56,79.5,2,N,N,0.01
10-Nov-16,Thursday,7,237,5,118,42,0,50,2359,5.4,6477,0,57,78.7,0,N,N,2.93
9-Nov-16,Wednesday,8.3,1065,45,164,42,5,44,3187,18,17205,57,57,78.7,4,N,N,0.00
8-Nov-16,Tuesday,8.1,374,12,132,41,0,47,2496,6.2,7407,0,57,78.7,1,N,N,0.01
7-Nov-16,Monday,10.2,1158,31,157,45,6,48,3280,18.6,17270,62,58,78.7,2,N,N,0.00
6-Nov-16,Sunday,10.5,1800,28,165,41,10,45,3922,28.7,31614,29,58,78.7,3,N,N,0.00
5-Nov-16,Saturday,9.6,1737,33,180,44,13,46,3859,25.6,26519,59,56,78.7,3,N,N,0.00
4-Nov-16,Friday,12,752,30,131,34,0,42,2874,19.7,23606,0,55,78.7,8,N,N,0.00
3-Nov-16,Thursday,9.7,335,4,132,37,0,44,2457,8.3,9928,0,55,78.7,0,N,N,0.01
2-Nov-16,Wednesday,10.7,255,2,117,37,0,47,2377,10.1,12070,0,55,78.7,3,N,N,0.17
1-Nov-16,Tuesday,9,341,1,140,42,0,42,2463,7.3,8718,0,55,78.7,2,N,N,0.00
31-Oct-16,Monday,10.3,157,8,114,35,0,46,2279,6.8,8117,0,55,78.7,1,N,N,0.00
30-Oct-16,Sunday,7.8,3047,79,171,41,22,46,5160,50.3,44696,219,55,77.9,4,N,N,0.00
29-Oct-16,Saturday,9,630,43,137,37,3,42,2768,16.2,18195,11,55,79.9,2,N,N,0.00
28-Oct-16,Friday,9.7,489,15,149,39,0,45,2608,10.7,12282,12,54,79.7,1,N,N,0.06
27-Oct-16,Thursday,8.2,697,23,139,35,0,44,2816,11.8,14102,0,54,78.4,1,N,N,0.00
26-Oct-16,Wednesday,6.9,1531,74,158,43,12,44,3667,19,21381,83,54,79.8,0,N,N,0.00
25-Oct-16,Tuesday,9,1025,17,144,42,19,42,3144,8.6,10250,35,54,78.4,3,N,N,0.00
24-Oct-16,Monday,8,55,0,138,47,0,59,2183,0.4,471,0,55,79.2,0,Y,N,39.61
23-Oct-16,Sunday,7.1,784,9,155,42,30,44,2905,13,13497,42,55,78.5,0,N,N,0.00
22-Oct-16,Saturday,11.6,1341,16,170,38,7,44,3467,18,14999,69,55,78.9,1,N,N,0.00
21-Oct-16,Friday,8.6,659,9,131,42,0,44,2780,9.7,11252,0,55,78.6,3,N,N,0.01
20-Oct-16,Thursday,8.9,1372,68,167,43,16,45,3493,15.8,15446,71,54,78.6,1,N,N,0.00
19-Oct-16,Wednesday,11.4,1680,73,159,39,4,45,3785,21.4,19084,98,54,77.3,0,N,N,0.01
18-Oct-16,Tuesday,8,1539,89,165,42,7,45,3151,22,18282,92,54,78.6,0,N,N,0.00
17-Oct-16,Monday,10.3,3749,90,165,42,7,43,5364,62.2,18282,92,54,78.2,0,N,N,0.00
16-Oct-16,Sunday,8.2,0,12,90,41,0,42,1910,3.65,4602,0,54,78.9,2,N,N,0.00
15-Oct-16,Saturday,7.3,2227,72,184,39,44,44,4066,41.08,32472,24,54,78.9,3,N,N,0.00
14-Oct-16,Friday,7.7,466,56,182,37,10,42,2382,9.03,8740,22,54,78.9,1,N,N,0.00
13-Oct-16,Thursday,7.2,676,17,154,38,25,38,2552,13.03,17188,16,54,78.9,0,N,N,0.00
12-Oct-16,Wednesday,6.7,4781,68,192,38,175,40,6014,27.16,30918,75,54,78.9,0,N,N,0.00
11-Oct-16,Tuesday,7.0,643,42,177,38,19,39,2647,19.93,21522,25,54,79.7,0,N,N,0.00
10-Oct-16,Monday,7.6,915,78,184,40,31,41,2786,14.43,12878,31,54,79.0,0,N,N,0.00
9-Oct-16,Sunday,7.4,0,24,101,39,0,42,2058,10.40,12664,0,54,79.0,2,N,N,0.00
8-Oct-16,Saturday,11.9,569,65,185,41,21,44,2584,16.62,19026,19,54,79.0,3,N,N,0.00
7-Oct-16,Friday,7.0,513,24,183,38,20,44,2453,10.52,10032,13,54,79.7,2,N,N,0.00
6-Oct-16,Thursday,7.0,511,6,181,40,24,43,2446,8.86,7802,11,54,79.7,0,N,N,0.00
5-Oct-16,Wednesday,6.4,755,25,180,40,23,43,2435,16.44,15750,29,54,79.5,0,N,N,0.00
4-Oct-16,Tuesday,7.2,583,55,186,41,18,44,2533,17.86,18768,22,54,79.5,1,N,N,0.00
3-Oct-16,Monday,6.8,726,87,183,38,15,40,2943,27.54,28232,6,54,79.5,1,N,N,0.00
2-Oct-16,Sunday,8.6,558,75,181,40,30,42,2519,16.10,17298,10,54,79.0,2,N,N,0.00
1-Oct-16,Saturday,8.5,268,11,144,41,0,43,2272,10.84,13870,0,54,80.5,4,N,N,0.00
30-Sep-16,Friday,7.3,575,17,191,42,21,45,2489,10.06,9070,16,54,78.4,4,N,N,0.00
29-Sep-16,Thursday,7.4,374,69,143,39,0,48,2306,8.61,11038,0,54,78.4,0,N,N,0.22
28-Sep-16,Wednesday,7.4,917,68,184,36,25,41,2852,16.60,16468,21,54,79.2,1,N,N,0.00
27-Sep-16,Tuesday,7.9,215,1,163,37,7,38,2102,4.51,3910,11,54,78.7,0,N,N,0.00
26-Sep-16,Monday,7.0,114,4,158,37,3,40,2138,3.93,3804,6,54,78.7,0,N,N,0.00
25-Sep-16,Sunday,8.2,0,32,93,43,0,39,1983,9.12,11762,0,54,78.7,0,N,N,0.00
24-Sep-16,Saturday,6.4,0,30,95,38,0,46,2062,9.10,11394,0,54,79.0,4,N,N,0.00
23-Sep-16,Friday,6.4,0,12,91,39,0,40,1996,8.99,11630,0,54,78.7,2,N,N,0.00
22-Sep-16,Thursday,6.9,592,72,176,47,22,43,2536,10.63,9920,23,54,78.7,0,N,N,0.00
21-Sep-16,Wednesday,7.6,604,74,188,36,7,39,2576,13.86,14488,10,54,79.0,0,N,N,0.00
20-Sep-16,Tuesday,7.7,0,6,94,38,0,40,1878,4.03,5230,0,54,79.4,0,N,N,0.00
19-Sep-16,Monday,11.0,812,64,185,37,27,41,2684,15.82,16000,24,54,78.6,0,N,N,0.00
18-Sep-16,Sunday,6.2,0,28,126,37,0,40,2006,8.34,10240,0,54,79.7,1,N,N,0.00
17-Sep-16,Saturday,6.1,0,9,84,39,0,39,1942,5.77,7458,0,54,79.7,2,N,N,0.00
16-Sep-16,Friday,7.2,351,10,189,41,8,43,2432,14.28,15602,14,54,78.7,2,N,N,0.00
15-Sep-16,Thursday,6.2,256,4,191,40,0,43,2207,6.82,6768,5,54,78.7,0,N,N,0.00
14-Sep-16,Wednesday,6.0,409,3,185,38,3,40,2407,12.20,11912,8,54,78.7,0,N,N,0.00
13-Sep-16,Tuesday,6.2,0,5,167,44,0,47,2493,10.33,10722,0,54,78.7,0,N,N,0.00
12-Sep-16,Monday,7.4,420,13,87,36,19,39,2055,11.08,14326,12,54,78.7,0,N,N,0.00
11-Sep-16,Sunday,7.6,1875,101,183,46,14,43,3630,30.44,29232,17,54,78.7,1,N,N,0.00
10-Sep-16,Saturday,7.8,425,53,150,41,0,43,2324,13.81,16876,0,54,78.4,5,N,N,0.00
9-Sep-16,Friday,7.2,533,65,152,38,9,43,2390,9.68,9644,33,54,78.7,3,N,N,0.00
8-Sep-16,Thursday,7.2,844,90,184,37,23,40,2729,15.29,14936,31,54,80.0,0,N,N,0.00
7-Sep-16,Wednesday,7.6,0,9,91,40,0,40,1911,5.30,6604,0,54,80.0,0,N,N,0.00
6-Sep-16,Tuesday,7.7,0,14,102,39,0,42,1946,7.28,8370,0,54,80.0,0,N,N,0.00
5-Sep-16,Monday,8.1,443,33,142,41,7,41,2355,12.53,13458,29,54,79.0,0,N,N,0.00
4-Sep-16,Sunday,7.9,1941,90,182,43,86,44,3790,30.21,28568,32,54,78.3,5,N,N,0.00
3-Sep-16,Saturday,7.6,186,12,164,42,9,45,2289,12.12,9972,6,54,78.3,3,N,N,0.00
2-Sep-16,Friday,7.3,525,63,167,42,20,44,2545,16.21,17888,20,54,78.3,4,N,N,0.00
1-Sep-16,Thursday,8.1,470,146,168,44,10,45,2670,15.92,15722,10,54,80.4,1,N,N,0.01
31-Aug-16,Wednesday,7.9,188,84,154,42,1,46,2393,14.06,14950,1,54,79.5,0,N,N,0.15
30-Aug-16,Tuesday,7.7,0,66,120,41,0,44,2192,9.93,12702,0,54,79.5,1,N,N,0.00
29-Aug-16,Monday,8.4,0,49,141,40,0,45,2118,10.08,12966,0,54,79.5,0,N,N,0.00
28-Aug-16,Sunday,12.8,0,42,105,39,0,43,1999,7.30,8972,0,54,79.5,1,N,N,0.09
27-Aug-16,Saturday,7.8,0,15,101,37,0,41,2043,7.18,8916,0,54,80.3,5,N,N,0.00
26-Aug-16,Friday,6.3,0,19,142,39,0,39,2049,5.13,6386,0,54,80.3,1,N,N,0.00
25-Aug-16,Thursday,6.3,0,4,87,41,0,43,1912,3.40,4382,0,54,79.6,2,N,N,0.00
24-Aug-16,Wednesday,6.6,373,10,184,41,5,44,2453,13.58,14270,22,54,79.6,3,N,N,0.00
23-Aug-16,Tuesday,10.9,778,11,184,42,26,44,2729,16.19,16716,25,54,79.6,0,N,N,0.00
22-Aug-16,Monday,6.5,0,9,92,36,0,39,1959,4.82,6336,0,54,79.6,1,N,N,0.00
21-Aug-16,Sunday,6.6,0,21,122,42,0,42,2072,9.17,11660,0,54,79.6,0,N,N,0.00
20-Aug-16,Saturday,7.2,609,70,155,41,32,41,2532,14.41,17110,18,54,78.2,0,N,N,0.00
19-Aug-16,Friday,7.3,0,76,92,40,0,43,1965,4.35,5262,0,54,79.6,2,N,N,0.00
18-Aug-16,Thursday,7.1,644,63,173,39,22,42,2596,16.22,17024,27,54,79.6,0,N,N,0.00
17-Aug-16,Wednesday,7.8,0,11,97,38,0,40,2004,7.74,9634,0,54,79.6,1,N,N,0.00
16-Aug-16,Tuesday,5.9,0,23,101,39,0,40,1996,8.73,10262,0,54,79.3,0,N,N,0.00
15-Aug-16,Monday,7.0,458,20,157,38,18,41,2322,17.28,18746,17,54,78.8,0,N,N,0.00
14-Aug-16,Sunday,7.9,0,40,95,41,0,43,2050,15.13,18078,0,54,78.8,6,N,N,0.00
13-Aug-16,Saturday,7.6,0,69,99,42,0,42,2112,18.66,21236,0,54,78.3,5,N,N,0.00
12-Aug-16,Friday,7.2,564,65,161,36,8,43,2515,18.75,20486,34,54,78.5,7,N,N,0.00
11-Aug-16,Thursday,6.3,0,29,107,37,0,38,1931,7.93,8800,0,54,79.4,0,N,N,0.00
10-Aug-16,Wednesday,7.7,0,39,165,35,0,40,2176,17.60,21261,0,54,78.6,1,N,N,0.00
9-Aug-16,Tuesday,8.1,899,77,178,37,24,43,2736,16.89,17162,42,54,78.6,1,N,N,0.00
8-Aug-16,Monday,7.8,631,79,152,39,12,38,2663,22.13,25178,37,54,78.8,0,N,N,0.00
7-Aug-16,Sunday,7.2,324,23,162,40,7,41,2231,9.23,10120,15,54,79.5,6,N,N,0.00
6-Aug-16,Saturday,7.1,0,4,113,40,0,42,1916,3.80,4592,0,54,79.5,2,N,N,0.00
5-Aug-16,Friday,7.5,438,37,165,40,11,44,2360,11.90,11512,20,54,79.7,2,N,N,0.00
4-Aug-16,Thursday,7.7,704,63,177,40,31,42,2532,10.34,9544,18,54,79.2,0,N,N,0.00
3-Aug-16,Wednesday,7.0,1108,61,188,40,22,42,2992,18.78,17276,47,54,79.2,0,N,N,0.00
2-Aug-16,Tuesday,5.2,0,4,87,45,0,44,1852,2.28,2694,0,54,80.8,0,N,N,0.00
1-Aug-16,Monday,5.7,1748,72,188,38,10,49,3674,29.40,28468,15,54,78.4,0,N,N,0.00
31-Jul-16,Sunday,5.8,0,12,88,40,0,42,2008,7.08,8672,0,54,78.4,7,N,N,0.00
30-Jul-16,Saturday,6.4,0,5,96,41,0,44,2063,6.74,8066,0,54,78.4,0,N,N,0.00
29-Jul-16,Friday,5.6,0,10,96,42,0,44,1991,5.68,7010,0,54,78.4,1,N,N,0.01
28-Jul-16,Thursday,6.6,1205,41,188,42,4,43,3322,26.71,27434,2,54,78.4,3,N,N,0.00
27-Jul-16,Wednesday,6.4,0,12,102,42,0,48,1992,6.10,7596,0,54,78.4,9,N,N,0.00
26-Jul-16,Tuesday,5.7,0,27,92,40,0,45,2032,10.22,12698,0,54,78.4,0,N,N,0.00
25-Jul-16,Monday,6.4,0,6,109,42,0,42,1950,5.65,6882,0,54,78.4,4,N,N,0.00
24-Jul-16,Sunday,5.7,611,52,184,39,29,48,2623,10.94,11338,19,54,78.4,2,N,N,0.03
23-Jul-16,Saturday,5.0,0,15,97,37,0,40,1988,7.82,9446,0,54,78.4,4,N,N,0.00
22-Jul-16,Friday,4.7,0,6,121,46,0,48,2198,15.26,17798,0,54,78.4,0,N,N,0.26
21-Jul-16,Thursday,8.0,363,11,188,48,1,50,2486,15.43,16542,20,54,78.4,9,N,N,0.00
20-Jul-16,Wednesday,6.6,0,3,87,42,0,48,2011,8.13,10126,0,54,78.4,0,N,N,1.00
19-Jul-16,Tuesday,5.3,0,6,178,41,0,43,2621,17.08,18484,0,54,78.4,3,N,N,0.00
18-Jul-16,Monday,7.5,554,4,148,40,32,42,2152,7.92,9888,4,54,78.4,7,N,N,0.00
17-Jul-16,Sunday,7.5,1134,68,184,43,46,45,3032,19.21,18858,36,54,78.4,9,N,N,0.00
16-Jul-16,Saturday,7.4,47,15,154,44,0,45,2124,9.14,8684,0,54,79.7,2,N,N,0.00
15-Jul-16,Friday,7.8,0,8,122,47,0,48,1922,2.74,3420,0,54,78.6,2,N,N,1.35
14-Jul-16,Thursday,7.4,1140,76,190,44,2,47,3173,21.56,19022,36,54,78.6,5,N,N,0.00
13-Jul-16,Wednesday,7.0,433,58,186,43,16,46,2413,10.99,11656,11,54,78.6,2,N,N,0.02
12-Jul-16,Tuesday,8.3,0,17,123,45,0,45,1995,7.72,9608,0,54,78.6,4,N,N,0.00
11-Jul-16,Monday,8.7,0,66,115,43,0,45,1978,9.38,11734,0,54,78.6,2,N,N,0.00
10-Jul-16,Sunday,7.6,0,8,83,37,0,45,1857,2.55,3134,0,54,78.6,2,N,N,0.03
9-Jul-16,Saturday,7.0,0,5,107,39,0,43,1916,4.30,5250,0,54,78.1,1,N,N,0.00
8-Jul-16,Friday,7.6,0,14,92,37,0,41,1916,5.59,6598,0,54,80.3,1,N,N,0.00
7-Jul-16,Thursday,7.0,924,78,182,39,43,38,2781,17.72,16306,17,54,80.3,1,N,N,0.00
6-Jul-16,Wednesday,6.8,255,22,180,39,6,41,2158,6.51,7187,10,54,80.3,0,N,N,0.00
5-Jul-16,Tuesday,8.7,809,65,184,39,12,40,2765,16.91,16944,37,54,80.3,0,N,N,0.00
4-Jul-16,Monday,6.6,108,8,165,41,1,40,2132,5.36,6392,2,54,80.3,0,N,N,0.00
3-Jul-16,Sunday,7.0,326,0,177,50,7,60,2083,11.51,11754,10,54,80.3,0,Y,Y,99.54
2-Jul-16,Saturday,9.2,0,0,97,54,0,64,1686,2.39,2582,0,54,80.3,2,Y,Y,99.93
1-Jul-16,Friday,7.4,325,0,187,42,8,52,2362,12.42,12352,12,54,80.3,2,N,N,5.39
30-Jun-16,Thursday,6.9,437,0,178,41,18,44,2374,9.29,7046,7,54,80.3,0,N,N,0.00
29-Jun-16,Wednesday,7.3,784,0,178,40,44,44,2720,15.57,14874,8,54,77.9,1,N,N,0.00
28-Jun-16,Tuesday,7.5,304,0,179,41,10,43,2408,7.61,7514,9,54,77.7,0,N,N,0.00
27-Jun-16,Monday,6.1,749,38,183,41,27,43,2718,13.91,13032,18,54,80.4,0,N,N,0.00
26-Jun-16,Sunday,7.3,137,20,172,44,2,43,2184,9.23,10742,7,54,78.7,4,N,N,0.00
25-Jun-16,Saturday,7.4,238,12,142,45,0,47,2153,6.48,8352,1,54,78.7,4,N,N,0.01
24-Jun-16,Friday,7.5,62,7,180,39,0,48,2104,5.17,5436,4,54,77.7,1,N,N,0.75
23-Jun-16,Thursday,7.4,0,8,93,39,0,41,1954,3.47,4163,0,54,77.7,0,N,N,0.00
22-Jun-16,Wednesday,7.2,0,2,116,39,0,42,1928,1.50,1796,0,54,79.8,0,N,N,0.01
21-Jun-16,Tuesday,7.7,0,9,102,39,0,41,1923,2.67,3232,0,54,78.1,0,N,N,0.00
20-Jun-16,Monday,7.5,0,12,112,38,0,41,1995,3.90,4692,0,54,78.0,0,N,N,0.00
19-Jun-16,Sunday,7.6,0,10,98,42,0,40,2056,9.23,10868,0,54,77.6,2,N,N,0.00
18-Jun-16,Saturday,8.9,0,5,138,38,0,46,2042,5.79,6916,0,54,77.0,16,N,N,0.00
17-Jun-16,Friday,8.0,0,6,105,42,0,40,1946,4.08,5056,0,54,76.0,0,N,N,0.00
16-Jun-16,Thursday,8.5,0,10,140,42,0,43,2077,7.87,9735,0,54,76.0,2,N,N,0.00
15-Jun-16,Wednesday,7.3,857,80,189,42,24,44,2913,18.57,17818,28,54,76.0,0,N,N,0.00
14-Jun-16,Tuesday,7.3,0,19,103,40,0,45,1969,3.13,3931,0,54,76.0,4,N,N,0.00
13-Jun-16,Monday,7.0,835,72,190,39,13,42,2738,16.76,14561,40,54,76.7,0,N,N,0.00
12-Jun-16,Sunday,7.8,449,38,178,42,13,41,2390,11.33,10989,15,54,77.9,2,N,N,0.00
11-Jun-16,Saturday,9.7,1139,56,184,37,38,45,3059,18.19,16402,32,54,77.9,3,N,N,0.00
10-Jun-16,Friday,9.1,0,22,102,43,0,39,2084,8.43,11277,0,54,77.9,2,N,N,0.00
9-Jun-16,Thursday,5.8,230,26,182,39,7,45,2216,7.77,9364,6,54,77.9,0,N,N,0.00
8-Jun-16,Wednesday,8.2,612,43,180,39,16,43,2656,11.51,9856,22,54,77.9,0,N,N,0.00
7-Jun-16,Tuesday,7.3,739,96,181,40,38,41,2784,18.25,18344,10,54,77.9,1,N,N,0.00
6-Jun-16,Monday,7.6,1224,192,189,40,10,43,3052,20.28,23277,18,54,77.9,2,N,N,0.00
5-Jun-16,Sunday,9.2,341,74,153,38,1,42,2288,11.45,13385,18,54,77.5,2,N,N,0.00
4-Jun-16,Saturday,7.8,390,53,183,37,5,41,2362,13.40,13079,8,54,80.8,6,N,N,0.00
3-Jun-16,Friday,8.1,0,20,89,44,0,41,2034,4.55,5878,0,54,80.8,3,N,N,0.00
2-Jun-16,Thursday,5.8,0,31,181,46,0,48,2137,8.55,10098,0,54,80.8,2,N,N,0.07
1-Jun-16,Wednesday,5.7,866,92,188,44,12,47,2946,20.35,21188,36,54,80.8,2,N,N,0.01
31-May-16,Tuesday,5.2,162,42,165,41,1,46,2139,8.48,7966,8,54,80.8,2,N,N,0.00
30-May-16,Monday,7.7,539,95,178,39,19,43,2524,8.12,10676,13,54,78.2,1,N,N,0.00
29-May-16,Sunday,7.0,0,33,96,40,0,41,1929,7.07,9038,0,54,77.1,0,N,N,0.00
28-May-16,Saturday,7.8,228,74,141,38,0,42,2079,9.21,11663,0,54,77.1,1,N,N,0.00
27-May-16,Friday,7.2,0,29,97,39,0,39,1932,5.17,6272,0,54,77.1,2,N,N,0.00
26-May-16,Thursday,6.9,217,65,186,36,3,40,2258,10.01,10917,11,54,77.3,2,N,N,0.00
25-May-16,Wednesday,7.4,417,47,180,38,19,38,2328,10.29,10123,8,54,78.6,0,N,N,0.00
24-May-16,Tuesday,7.1,103,25,141,38,0,40,2010,5.41,4598,1,54,77.0,0,N,N,0.00
23-May-16,Monday,7.5,0,15,103,39,0,40,1901,2.75,3344,0,54,75.1,0,N,N,0.00
22-May-16,Sunday,6.6,2542,269,184,36,88,42,4305,32.79,31624,76,54,79.1,1,N,N,0.00
21-May-16,Saturday,7.6,0,37,101,42,0,39,1970,7.93,9200,0,54,79.1,2,N,N,0.00
20-May-16,Friday,5.5,0,34,108,38,0,44,1974,4.87,5475,0,54,78.2,0,N,N,0.01
19-May-16,Thursday,7.8,506,59,181,41,9,40,2404,10.88,9401,17,54,78.2,0,N,N,0.00
18-May-16,Wednesday,7.6,827,64,183,38,35,43,2706,14.65,12873,21,54,78.2,0,N,N,0.00
17-May-16,Tuesday,8.0,112,44,174,38,3,40,2138,5.92,6738,2,54,78.2,0,N,N,0.00
16-May-16,Monday,8.1,928,82,186,40,19,41,2781,17.64,15528,35,54,79.4,0,N,N,0.00
15-May-16,Sunday,7.7,511,63,186,44,10,43,2385,14.76,14690,23,54,76.8,2,N,N,0.00
14-May-16,Saturday,6.2,0,35,92,40,0,47,2101,7.49,9219,0,54,76.0,7,N,N,0.00
13-May-16,Friday,6.9,654,100,190,38,22,41,2640,17.66,17137,22,54,76.3,2,N,N,0.00
12-May-16,Thursday,8.6,751,76,185,38,37,39,2615,12.45,11650,14,54,78.0,0,N,N,0.00
11-May-16,Wednesday,7.6,204,20,164,39,1,39,2112,7.12,6416,7,54,76.7,0,N,N,0.00
10-May-16,Tuesday,6.5,586,37,180,38,27,42,2645,12.51,11720,11,54,77.7,0,N,N,0.00
9-May-16,Monday,7.2,862,76,185,40,19,41,2717,14.91,12468,40,54,79.6,0,N,N,0.00
8-May-16,Sunday,7.2,261,33,177,38,4,42,2197,9.88,11612,12,54,78.7,0,N,N,0.00
7-May-16,Saturday,7.9,432,44,182,43,15,40,2348,15.75,13074,9,54,77.9,0,N,N,0.00
6-May-16,Friday,6.7,331,65,171,41,2,49,2336,18.32,20123,6,54,79.3,9,N,N,0.00
5-May-16,Thursday,7.1,443,50,153,38,1,44,2394,13.45,14100,33,54,77.7,2,N,N,0.00
4-May-16,Wednesday,8.2,1027,83,187,38,16,39,2882,18.89,17236,39,54,77.7,0,N,N,0.00
3-May-16,Tuesday,7.8,624,52,184,38,6,39,2568,14.24,14435,21,54,77.7,0,N,N,0.00
2-May-16,Monday,6.7,164,43,182,39,0,39,2031,9.36,9545,7,54,80.3,0,N,N,0.00
1-May-16,Sunday,8.0,0,25,120,41,0,42,1864,3.58,4567,0,54,77.1,3,N,N,0.00
30-Apr-16,Saturday,7.9,4359,589,189,37,132,45,5998,47.43,48096,118,54,77.1,2,N,N,0.00
29-Apr-16,Friday,7.9,437,33,183,36,9,39,2431,9.27,9281,15,54,77.3,1,N,N,0.00
28-Apr-16,Thursday,6.7,32,27,111,39,0,37,1979,5.09,6604,0,54,78.2,0,N,N,0.00
27-Apr-16,Wednesday,7.6,0,20,95,37,0,40,1941,3.86,4993,0,54,76.4,0,N,N,0.00
26-Apr-16,Tuesday,8.4,185,49,183,40,2,39,2126,7.37,8762,9,54,78.2,0,N,N,0.00
25-Apr-16,Monday,7.6,572,14,180,40,6,42,2490,16.39,15707,19,54,77.6,0,N,N,0.00
24-Apr-16,Sunday,7.2,283,12,176,40,2,44,2336,12.39,14000,10,54,77.6,1,N,N,0.01
23-Apr-16,Saturday,7.8,2010,32,187,41,58,45,3926,30.47,27012,66,54,77.6,4,N,N,0.00
22-Apr-16,Friday,6.8,717,80,181,40,20,43,2599,13.36,12468,30,54,77.8,2,N,N,0.00
21-Apr-16,Thursday,6.5,295,35,175,39,11,42,2260,9.57,9291,10,54,78.0,0,N,N,0.00
20-Apr-16,Wednesday,7.6,0,12,91,37,0,40,1950,4.12,5052,0,54,77.6,1,N,N,0.00
19-Apr-16,Tuesday,6.8,728,85,176,39,26,40,2644,14.97,14794,24,54,79.0,0,N,N,0.00
18-Apr-16,Monday,7.7,583,83,176,41,17,42,2548,17.86,19030,15,54,79.0,7,N,N,0.00
17-Apr-16,Sunday,7.4,922,84,182,39,17,44,2801,17.56,15854,28,54,80.0,8,N,N,0.00
16-Apr-16,Saturday,7.2,380,43,174,44,4,42,2336,13.81,14993,14,54,77.6,12,N,N,0.00
15-Apr-16,Friday,8.0,724,90,183,37,32,46,2605,16.59,15847,17,54,78.8,3,N,N,0.00
14-Apr-16,Thursday,7.6,0,29,150,40,0,39,2112,7.26,8538,0,54,78.8,1,N,N,0.00
13-Apr-16,Wednesday,7.2,0,39,94,37,0,42,1931,7.90,8850,0,54,78.3,2,N,N,0.00
12-Apr-16,Tuesday,7.3,767,59,178,39,15,38,2612,14.40,12570,27,54,78.1,0,N,N,0.00
11-Apr-16,Monday,7.6,779,53,178,38,10,41,2636,14.29,15102,34,54,76.4,0,N,N,0.00
10-Apr-16,Sunday,7.4,1078,73,184,40,35,43,2981,23.56,24095,33,54,76.9,2,N,N,0.00
9-Apr-16,Saturday,7.9,1089,96,184,39,40,42,3099,27.06,27584,31,54,76.9,4,N,N,0.00
8-Apr-16,Friday,7.4,737,86,182,39,21,42,2649,14.63,14050,30,54,77.5,2,N,N,0.00
7-Apr-16,Thursday,7.9,342,57,186,35,11,42,2347,7.25,6976,11,54,77.1,0,N,N,0.00
6-Apr-16,Wednesday,8.0,709,61,183,37,22,40,2622,15.94,14220,22,54,78.1,0,N,N,0.00
5-Apr-16,Tuesday,7.7,0,18,107,42,0,41,1911,5.41,6088,0,54,76.9,2,N,N,0.00
4-Apr-16,Monday,7.2,736,63,181,35,34,44,2877,14.69,13822,16,54,77.5,6,N,N,0.00
3-Apr-16,Sunday,7.3,0,27,129,39,0,37,1978,8.14,9244,0,54,76.6,3,N,N,0.00
2-Apr-16,Saturday,11.0,0,0,73,51,0,54,1750,0.11,102,0,54,78.2,0,Y,Y,93.18
1-Apr-16,Friday,7.1,817,36,186,39,0,41,2817,19.39,18860,0,54,76.3,3,N,N,0.00
31-Mar-16,Thursday,5.6,0,39,98,39,0,41,1971,8.82,9361,0,54,76.3,0,N,N,0.00
30-Mar-16,Wednesday,6.2,0,28,97,39,0,42,1990,7.40,8170,0,54,78.6,0,N,N,0.00
29-Mar-16,Tuesday,7.0,763,77,186,39,5,42,2669,15.88,15461,32,54,77.7,2,N,N,0.00
28-Mar-16,Monday,8.5,615,30,175,40,4,42,2833,18.04,15637,11,54,77.7,1,N,N,0.00
27-Mar-16,Sunday,7.8,277,24,182,40,7,42,2380,12.08,13278,9,54,77.7,2,N,N,0.00
26-Mar-16,Saturday,7.9,265,33,171,39,6,44,2745,14.25,14006,6,54,77.7,1,N,N,0.00
25-Mar-16,Friday,7.2,235,21,174,43,0,45,2303,10.23,11209,0,54,78.4,3,N,N,0.01
24-Mar-16,Thursday,7.3,0,34,175,41,0,44,2222,8.26,10115,0,54,77.6,3,N,N,0.00
23-Mar-16,Wednesday,6.4,0,19,96,42,45,45,1983,4.76,5922,7,54,77.2,0,N,N,0.03
22-Mar-16,Tuesday,5.9,783,82,178,41,32,45,2784,16.27,16210,12,54,76.3,0,N,N,0.00
21-Mar-16,Monday,7.7,752,87,190,42,11,43,2748,19.73,19414,34,54,77.4,0,N,N,0.00
20-Mar-16,Sunday,6.8,0,26,115,43,0,43,2049,20.78,11675,0,54,77.8,0,N,N,0.00
19-Mar-16,Saturday,6.6,837,27,173,44,7,46,2938,39.91,8238,31,54,77.8,0,N,N,0.00
18-Mar-16,Friday,7.9,804,32,167,41,4,53,2806,26.20,9804,34,54,77.8,0,N,N,15.87
17-Mar-16,Thursday,6.8,0,18,94,39,0,43,1981,4.14,4907,0,54,77.8,6,N,N,0.00
16-Mar-16,Wednesday,7.5,870,72,188,39,16,40,2834,18.02,18440,28,54,77.8,3,N,N,0.00
15-Mar-16,Tuesday,7.7,646,52,176,39,8,42,2569,18.28,19974,21,54,77.8,5,N,N,0.00
14-Mar-16,Monday,9.0,0,37,98,43,0,42,2072,6.41,8305,0,54,77.8,4,N,N,0.00
13-Mar-16,Sunday,8.4,436,37,191,40,12,50,2431,15.96,17013,17,54,77.8,6,N,N,0.06
