dateLogged,day,sleepDuration,activeCalories,floors,maxHeartRate,minHeartRate,moderateIntensityMins,restHeartRate,calories,distance,steps,vigourousIntensityMinutes,VO2MAX,weight,beers,virus,predictVirus,score
12-Mar-16,Saturday,7.8,1017,145,192,40,10,44,2940,24.43,13386,39,54,77.8,6,N,N,0.00
11-Mar-16,Friday,9.1,93,67,141,38,0,42,2159,16.41,15165,1,54,77.8,7,N,N,0.00
10-Mar-16,Thursday,9.5,0,11,104,42,0,41,1930,2.63,3320,0,54,77.8,4,N,N,0.00
9-Mar-16,Wednesday,6.9,0,14,100,40,0,50,2069,6.68,8355,0,54,77.8,5,N,N,0.26
8-Mar-16,Tuesday,6.9,304,6,186,36,10,43,2247,8.62,8940,10,54,77.8,0,N,N,0.00
7-Mar-16,Monday,6.4,0,38,171,36,0,39,2230,8.85,9326,0,54,77.8,0,N,N,0.00
6-Mar-16,Sunday,5.2,0,31,98,38,0,43,2008,9.42,10606,0,54,76.8,10,N,N,0.00
5-Mar-16,Saturday,7.6,0,29,102,38,0,41,2121,9.18,11016,0,54,76.8,1,N,N,0.00
4-Mar-16,Friday,7.0,794,51,186,38,36,40,2923,18.67,18349,15,54,80.0,2,N,N,0.00
3-Mar-16,Thursday,7.3,0,46,123,38,0,39,1980,7.58,9611,0,54,77.2,0,N,N,0.00
2-Mar-16,Wednesday,8.5,666,41,173,38,18,39,2645,18.52,17220,29,54,77.4,0,N,N,0.00
1-Mar-16,Tuesday,7.3,203,37,179,39,5,39,2154,8.71,9253,8,54,79.2,0,N,N,0.00
29-Feb-16,Monday,8.2,1117,16,180,39,36,41,3006,17.60,15842,39,54,79.0,0,N,N,0.00
28-Feb-16,Sunday,6.3,539,38,177,37,0,41,2536,12.57,13207,8,54,76.9,4,N,N,0.00
27-Feb-16,Saturday,7.0,764,35,184,37,41,39,2695,16.22,15001,7,54,76.9,1,N,N,0.00
26-Feb-16,Friday,8.0,520,31,178,41,24,38,2557,12.84,12670,11,54,76.9,0,N,N,0.00
25-Feb-16,Thursday,9.4,0,49,88,49,0,59,2160,9.53,12052,0,54,79.0,2,Y,Y,98.17
24-Feb-16,Wednesday,9.2,0,0,90,48,0,55,2363,5.05,6097,0,54,76.6,0,Y,Y,96.60
23-Feb-16,Tuesday,7.1,894,46,181,38,24,48,2875,20.24,15117,33,54,76.9,0,N,N,0.00
22-Feb-16,Monday,6.4,0,50,84,38,0,39,1917,6.83,8126,0,54,78.0,0,N,N,0.00
21-Feb-16,Sunday,7.9,0,43,150,40,0,40,1978,4.66,5147,0,54,76.8,4,N,N,0.00
20-Feb-16,Saturday,7.3,0,62,113,37,0,42,1957,7.05,8674,0,54,78.2,3,N,N,0.00
19-Feb-16,Friday,7.7,316,35,182,39,4,41,2275,7.42,7138,15,54,76.9,1,N,N,0.00
18-Feb-16,Thursday,7.2,543,34,182,40,21,42,2501,10.74,10501,13,54,76.9,1,N,N,0.00
17-Feb-16,Wednesday,6.3,418,38,180,46,16,44,2397,9.58,9455,10,54,76.9,0,N,N,0.01
16-Feb-16,Tuesday,7.3,544,44,179,36,17,53,2591,14.59,14996,22,54,76.9,7,N,N,0.00
15-Feb-16,Monday,5.9,0,55,148,43,0,42,2034,9.18,10309,0,54,76.7,0,N,N,0.00
14-Feb-16,Sunday,8.0,0,41,88,46,0,56,1745,6.75,8061,0,54,76.0,0,Y,Y,96.68
13-Feb-16,Saturday,8.4,0,89,109,49,0,59,2131,11.15,12902,0,54,76.6,1,Y,Y,97.25
12-Feb-16,Friday,8.2,0,46,133,37,0,47,1995,4.56,5459,0,54,76.6,3,N,N,0.11
11-Feb-16,Thursday,7.7,0,41,94,35,0,40,1987,4.24,4938,0,54,77.7,0,N,N,0.00
10-Feb-16,Wednesday,7.9,0,47,128,38,0,37,1935,5.01,5794,0,54,77.0,0,N,N,0.00
9-Feb-16,Tuesday,7.6,372,120,179,39,19,40,2397,15.31,15838,5,54,77.8,0,N,N,0.00
8-Feb-16,Monday,7.3,0,60,90,39,0,42,1970,7.80,9494,0,54,76.0,3,N,N,0.00
7-Feb-16,Sunday,8.6,0,35,96,40,0,40,1976,6.00,7300,0,54,76.0,4,N,N,0.00
6-Feb-16,Saturday,8.0,6721,871,182,43,183,43,8117,80.61,75056,268,54,76.0,5,N,N,0.00
5-Feb-16,Friday,7.4,0,30,91,38,0,48,2004,6.06,7705,0,54,76.5,0,N,N,1.09
4-Feb-16,Thursday,7.3,344,77,176,37,3,41,2268,11.90,13030,22,54,77.2,0,N,N,0.00
3-Feb-16,Wednesday,7.2,0,117,109,36,0,46,2088,11.83,13627,0,54,76.8,0,N,N,0.06
2-Feb-16,Tuesday,7.5,0,92,107,41,0,37,1998,9.18,10661,0,54,76.5,0,N,N,0.00
1-Feb-16,Monday,6.7,2384,245,183,41,107,46,4422,41.59,38523,45,54,79.7,3,N,N,0.00
31-Jan-16,Sunday,6.6,0,62,95,39,0,43,1964,4.99,6224,0,54,77.2,1,N,N,0.00
30-Jan-16,Saturday,7.4,0,123,105,41,0,41,2029,7.88,9686,0,54,77.0,5,N,N,0.00
29-Jan-16,Friday,8.3,748,142,180,39,16,44,2738,17.55,18089,33,54,77.0,2,N,N,0.00
28-Jan-16,Thursday,6.3,2454,346,180,40,72,42,4141,28.10,28212,78,54,77.0,1,N,N,0.00
27-Jan-16,Wednesday,4.6,716,143,175,38,25,42,2734,19.90,20713,25,54,76.4,1,N,N,0.00
26-Jan-16,Tuesday,5.9,541,64,179,41,26,40,2452,14.40,12880,9,54,76.1,0,N,N,0.00
25-Jan-16,Monday,6.5,677,86,163,41,8,44,2540,15.45,12717,44,54,78.0,2,N,N,0.00
24-Jan-16,Sunday,5.6,655,78,161,40,2,43,2497,13.10,12517,11,54,76.7,2,N,N,0.00
23-Jan-16,Saturday,7.2,0,37,95,40,0,42,1932,7.43,8512,0,54,76.7,2,N,N,0.00
22-Jan-16,Friday,6.6,0,14,84,38,0,42,2185,6.94,8366,0,54,76.7,2,N,N,0.00
21-Jan-16,Thursday,7.1,725,125,184,38,30,40,2681,20.81,19377,18,54,79.9,1,N,N,0.00
20-Jan-16,Wednesday,6.1,813,54,184,36,26,40,2763,15.50,14440,28,54,77.5,2,N,N,0.00
19-Jan-16,Tuesday,6.5,0,33,133,37,0,39,2007,4.98,5856,0,54,77.1,0,N,N,0.00
18-Jan-16,Monday,7.3,0,28,87,35,0,38,1965,4.93,6237,0,54,77.9,0,N,N,0.00
17-Jan-16,Sunday,6.6,0,25,105,39,0,40,1935,6.44,7516,0,54,76.9,0,N,N,0.00
16-Jan-16,Saturday,7.4,0,93,97,42,0,42,2004,9.78,11328,0,54,76.9,0,N,N,0.00
15-Jan-16,Friday,6.4,0,19,96,38,0,43,1974,3.84,4797,0,54,77.6,0,N,N,0.01
14-Jan-16,Thursday,7.1,1120,100,184,39,24,42,3190,17.33,18008,45,54,77.8,0,N,N,0.00
13-Jan-16,Wednesday,5.9,821,84,185,39,23,40,2684,19.83,14154,33,54,77.8,0,N,N,0.00
12-Jan-16,Tuesday,6.0,0,22,128,40,0,43,1929,2.59,3220,0,54,77.3,0,N,N,0.00
11-Jan-16,Monday,7.0,730,76,183,39,20,42,2743,12.71,11632,27,54,76.9,2,N,N,0.00
10-Jan-16,Sunday,7.4,0,44,94,40,0,41,1987,6.91,8731,0,54,76.9,2,N,N,0.00
9-Jan-16,Saturday,6.8,0,64,138,46,0,43,2195,7.91,9796,0,54,76.9,8,N,N,0.00
8-Jan-16,Friday,8.1,1506,233,185,39,26,48,3367,21.30,22296,66,54,76.9,1,N,N,0.03
7-Jan-16,Thursday,6.8,383,60,184,41,3,43,2356,12.57,11532,24,54,76.9,2,N,N,0.00
6-Jan-16,Wednesday,6.0,502,24,188,36,3,43,2566,11.06,9166,27,54,76.9,2,N,N,0.00
5-Jan-16,Tuesday,6.9,714,81,188,37,15,38,2769,14.50,14454,32,54,78.7,2,N,N,0.00
4-Jan-16,Monday,7.5,2242,272,199,38,56,44,4051,28.41,26778,91,54,78.2,3,N,N,0.00
3-Jan-16,Sunday,6.2,0,17,132,39,0,41,1906,3.92,4900,0,54,75.6,2,N,N,0.00
2-Jan-16,Saturday,7.6,0,17,94,43,0,41,1850,3.13,3790,0,54,75.6,2,N,N,0.00
1-Jan-16,Friday,6.9,0,17,110,47,0,45,1946,3.23,3970,0,54,75.6,4,N,N,0.02
31-Dec-15,Thursday,6.7,1200,81,183,41,43,52,3048,23.95,22127,31,54,75.6,6,N,N,0.01
30-Dec-15,Wednesday,5.6,0,21,119,42,0,49,2007,10.96,12915,0,54,75.6,4,N,N,0.07
29-Dec-15,Tuesday,5.6,1363,262,180,39,37,45,3247,22.52,22003,54,54,75.6,6,N,N,0.00
28-Dec-15,Monday,7.6,351,144,185,41,18,44,2358,13.34,15386,6,54,75.6,1,N,N,0.00
27-Dec-15,Sunday,7.5,914,4,190,41,23,44,2765,17.85,16169,34,54,75.6,0,N,N,0.00
26-Dec-15,Saturday,7.2,1727,225,184,43,32,44,3503,24.09,20453,87,54,75.6,2,N,N,0.00
25-Dec-15,Friday,5.9,483,37,189,43,9,47,2525,14.34,15309,19,54,75.6,4,N,N,0.01
24-Dec-15,Thursday,7.1,779,19,186,42,31,46,2771,17.44,16168,18,54,75.6,3,N,N,0.00
23-Dec-15,Wednesday,4.9,945,18,184,41,20,45,2804,20.59,18670,45,54,75.6,4,N,N,0.00
22-Dec-15,Tuesday,6.4,724,89,185,39,18,43,2733,19.76,19786,31,54,74.1,2,N,N,0.00
21-Dec-15,Monday,6.1,1160,132,189,39,9,40,3007,20.86,18011,79,54,74.1,0,N,N,0.00
20-Dec-15,Sunday,7.1,1093,65,184,41,32,42,2996,25.08,24216,44,54,75.7,2,N,N,0.00
19-Dec-15,Saturday,7.8,437,69,185,42,18,43,2403,21.32,22905,9,54,76.6,3,N,N,0.00
18-Dec-15,Friday,7.7,560,69,182,40,9,46,2634,16.55,15341,31,54,77.1,4,N,N,0.00
17-Dec-15,Thursday,7.3,655,41,190,38,15,42,2595,14.27,13028,30,54,76.2,0,N,N,0.00
16-Dec-15,Wednesday,7.1,300,59,183,43,9,42,2239,9.14,9446,11,54,75.8,0,N,N,0.00
15-Dec-15,Tuesday,5.8,1035,115,181,41,32,45,3028,19.78,17381,39,54,76.8,3,N,N,0.00
14-Dec-15,Monday,6.7,1027,73,190,36,37,42,2961,24.22,21334,33,54,78.5,0,N,N,0.00
13-Dec-15,Sunday,6.4,0,4,96,41,0,42,1920,5.51,6887,0,54,76.1,3,N,N,0.00
12-Dec-15,Saturday,8.2,700,82,170,39,27,44,2625,17.19,16578,21,54,76.1,2,N,N,0.00
11-Dec-15,Friday,7.9,326,40,185,39,11,43,2279,8.77,8918,10,54,77.1,2,N,N,0.00
10-Dec-15,Thursday,7.7,1429,121,184,48,36,41,3449,21.02,20210,46,54,75.9,0,N,N,0.00
9-Dec-15,Wednesday,4.6,1036,122,190,37,14,53,3087,24.57,22860,51,54,76.0,2,N,N,0.28
8-Dec-15,Tuesday,7.1,341,91,183,40,5,39,2367,13.12,13837,15,54,75.9,0,N,N,0.00
7-Dec-15,Monday,7.4,477,61,181,40,23,42,2535,17.72,17317,9,54,77.7,0,N,N,0.00
6-Dec-15,Sunday,6.3,0,21,105,41,0,42,2037,14.81,17275,0,54,76.9,2,N,N,0.00
5-Dec-15,Saturday,6.1,143,41,181,41,1,44,2259,15.08,17659,7,54,75.3,4,N,N,0.00
4-Dec-15,Friday,5.9,689,104,172,40,31,46,2713,19.21,18899,18,54,76.8,6,N,N,0.00
3-Dec-15,Thursday,5.9,487,13,173,41,23,44,2478,11.57,13742,11,54,75.7,4,N,N,0.00
2-Dec-15,Wednesday,7.6,565,10,162,37,2,43,2666,19.63,19077,35,54,76.1,1,N,N,0.00
1-Dec-15,Tuesday,6.0,0,56,105,36,0,43,2064,16.22,17854,0,54,77.9,0,N,N,0.00
30-Nov-15,Monday,6.8,0,0,86,38,0,38,1989,6.06,7580,0,54,76.7,1,N,N,0.00
29-Nov-15,Sunday,6.6,0,7,101,41,0,42,2054,10.84,13545,0,54,77.0,1,N,N,0.00
28-Nov-15,Saturday,6.8,0,11,90,41,0,48,1972,7.93,9907,0,54,75.8,3,N,N,0.02
27-Nov-15,Friday,7.4,0,18,107,38,0,48,2091,8.89,11114,0,54,76.3,0,N,N,0.81
26-Nov-15,Thursday,7.5,441,33,175,41,12,42,2465,7.61,8289,13,54,76.2,0,N,N,0.00
25-Nov-15,Wednesday,6.9,568,29,173,36,31,44,2546,15.19,14755,8,54,76.7,0,N,N,0.00
24-Nov-15,Tuesday,6.6,0,16,94,39,0,41,2021,5.47,6835,0,54,76.2,0,N,N,0.00
23-Nov-15,Monday,7.2,648,72,186,40,27,50,2613,16.38,15676,16,54,78.2,0,N,N,0.00
22-Nov-15,Sunday,7.2,0,7,91,46,0,42,2014,9.51,11883,0,54,76.8,2,N,N,0.00
21-Nov-15,Saturday,8.2,336,1,182,42,16,52,2310,10.78,9401,7,54,76.8,2,N,N,2.61
20-Nov-15,Friday,8.5,0,3,102,39,0,44,1939,3.59,4484,0,54,78.0,2,N,N,0.02
19-Nov-15,Thursday,7.6,710,31,184,40,38,50,2802,20.74,20899,9,54,76.1,2,N,N,0.06
18-Nov-15,Wednesday,7.1,393,65,185,38,20,48,2462,8.44,7824,7,54,77.1,2,N,N,0.13
26-Oct-15,Monday,7.0,453,84,183,42,8,52,2441,18.29,18860,24,54,75.4,2,N,N,0.00
25-Oct-15,Sunday,6.8,482,144,191,43,17,44,2445,17.98,18835,15,54,75.4,0,N,N,0.00
24-Oct-15,Saturday,5.0,317,78,192,41,12,45,2249,9.52,9798,7,54,75.4,2,N,N,0.00
23-Oct-15,Friday,7.2,0,19,94,39,0,42,2053,6.21,7759,0,54,76.1,3,N,N,0.00
22-Oct-15,Thursday,6.9,826,109,196,38,9,42,2813,19.67,19793,41,54,76.1,0,N,N,0.00
21-Oct-15,Wednesday,7.5,650,73,178,42,38,40,2673,15.64,14752,5,54,78.5,0,N,N,0.00
20-Oct-15,Tuesday,7.2,0,7,180,40,0,42,1916,4.58,5725,0,54,77.2,0,N,N,0.00
19-Oct-15,Monday,6.8,494,92,183,39,19,40,2513,13.83,14126,14,54,76.2,0,N,N,0.00
18-Oct-15,Sunday,6.3,740,76,181,38,24,41,2747,18.57,17481,22,54,77.9,0,N,N,0.00
17-Oct-15,Saturday,7.7,0,16,106,38,0,39,2018,7.59,9386,0,54,77.9,3,N,N,0.00
16-Oct-15,Friday,9.3,0,39,103,45,0,41,2056,10.67,13250,0,54,77.9,3,N,N,0.00
15-Oct-15,Thursday,7.2,0,17,94,43,0,45,2037,4.79,5982,0,54,77.9,0,N,N,0.03
14-Oct-15,Wednesday,5.3,747,200,184,37,23,46,2758,16.74,17651,28,54,77.5,1,N,N,0.00
13-Oct-15,Tuesday,6.3,674,91,172,41,24,42,2652,17.03,16393,25,54,77.4,0,N,N,0.00
12-Oct-15,Monday,6.6,0,7,103,40,0,43,1969,3.69,4618,0,54,77.2,0,N,N,0.00
11-Oct-15,Sunday,6.0,0,33,117,41,0,42,2023,7.31,9041,0,54,77.8,1,N,N,0.00
10-Oct-15,Saturday,6.3,1940,86,191,36,116,45,3701,29.84,24885,11,54,77.8,4,N,N,0.00
9-Oct-15,Friday,6.8,428,37,204,38,15,39,2398,14.21,14703,12,54,77.8,3,N,N,0.00
8-Oct-15,Thursday,6.4,0,23,89,38,0,39,1960,4.97,6218,0,54,78.8,0,N,N,0.00
7-Oct-15,Wednesday,7.7,979,56,175,43,40,41,2885,18.35,16365,27,54,76.7,2,N,N,0.00
6-Oct-15,Tuesday,6.9,652,88,173,39,20,43,2695,19.17,19088,28,54,79.0,4,N,N,0.00
5-Oct-15,Monday,6.5,0,19,128,41,0,41,2055,7.85,9811,0,54,78.4,0,N,N,0.00
4-Oct-15,Sunday,3.6,489,79,180,39,27,44,2512,11.48,10858,6,54,78.4,0,N,N,0.00
3-Oct-15,Saturday,7.6,0,1,91,42,0,42,1912,4.72,5898,0,54,78.4,1,N,N,0.00
2-Oct-15,Friday,7.4,0,15,117,43,0,45,2009,9.47,11834,0,54,76.9,1,N,N,0.04
1-Oct-15,Thursday,4.5,512,75,173,37,34,45,2430,15.17,14108,1,54,77.3,0,N,N,0.00
30-Sep-15,Wednesday,7.0,572,39,178,40,12,40,2531,14.93,14437,31,54,78.5,0,N,N,0.00
29-Sep-15,Tuesday,7.2,677,23,183,39,34,43,2620,18.78,18464,9,54,77.5,0,N,N,0.00
28-Sep-15,Monday,7.0,709,80,175,38,30,42,2695,13.35,11872,21,54,77.5,0,N,N,0.00
27-Sep-15,Sunday,8.6,1449,140,186,38,63,42,3620,30.69,29399,31,54,77.7,0,N,N,0.00
26-Sep-15,Saturday,7.4,0,10,190,40,0,42,3283,10.37,12861,0,54,77.7,3,N,N,0.00
25-Sep-15,Friday,6.6,754,22,126,41,35,43,2200,17.70,17064,16,54,77.1,9,N,N,0.00
24-Sep-15,Thursday,6.6,744,79,180,39,48,43,2716,16.74,16090,3,54,77.9,0,N,N,0.00
23-Sep-15,Wednesday,8.2,0,29,177,34,0,40,2723,4.86,6072,0,54,78.9,2,N,N,0.00
22-Sep-15,Tuesday,7.4,0,12,107,38,0,41,2002,8.52,10656,0,54,77.7,1,N,N,0.00
21-Sep-15,Monday,7.2,683,31,111,38,26,41,2022,8.54,10488,23,54,76.9,0,N,N,0.00
20-Sep-15,Sunday,6.1,1836,139,175,41,58,42,2692,29.84,26319,60,54,77.7,1,N,N,0.00
19-Sep-15,Saturday,7.1,357,15,183,41,0,43,3714,15.17,16565,0,54,78.2,6,N,N,0.00
18-Sep-15,Friday,6.6,1166,76,191,38,0,43,2427,10.89,9513,69,54,78.2,3,N,N,0.00
17-Sep-15,Thursday,5.7,1363,90,181,36,10,43,2848,13.47,12358,53,54,77.6,1,N,N,0.00
16-Sep-15,Wednesday,7.6,682,17,127,38,0,40,2176,3.25,4058,0,54,77.6,0,N,N,0.00
15-Sep-15,Tuesday,7.7,640,19,89,39,0,40,2166,3.41,4266,0,54,78.2,0,N,N,0.00
14-Sep-15,Monday,7.6,946,21,103,37,10,41,2387,5.40,6673,18,54,77.6,0,N,N,0.00
13-Sep-15,Sunday,7.1,1477,10,180,42,18,41,2826,11.18,11503,39,54,77.8,1,N,N,0.00
12-Sep-15,Saturday,8.3,1153,7,96,40,61,45,2566,8.68,10856,11,54,78.4,4,N,N,0.00
11-Sep-15,Friday,5.7,0,15,98,47,0,52,2618,5.99,7487,0,54,80.9,2,N,N,10.32
10-Sep-15,Thursday,7.6,2352,254,184,45,127,42,3464,19.19,20558,49,54,79.3,1,N,N,0.00
9-Sep-15,Wednesday,6.8,2164,23,184,39,14,47,3409,17.64,16155,74,54,77.7,4,N,N,0.00
8-Sep-15,Tuesday,5.3,1131,71,180,37,19,41,2609,10.05,9944,36,54,78.0,0,N,N,0.00
7-Sep-15,Monday,8.5,1225,28,89,42,46,41,2620,9.05,11226,32,54,77.7,0,N,N,0.00
6-Sep-15,Sunday,6.7,3096,72,179,39,28,45,4297,31.78,28924,142,54,77.7,4,N,N,0.00
5-Sep-15,Saturday,4.7,1676,33,101,41,27,44,2933,11.27,12590,23,54,77.7,4,N,N,0.00
4-Sep-15,Friday,7.5,1887,47,186,40,15,40,3207,15.91,15515,56,54,80.3,7,N,N,0.00
3-Sep-15,Thursday,6.6,1469,40,181,39,30,41,2940,14.73,14282,61,54,79.7,0,N,N,0.00
2-Sep-15,Wednesday,7.3,914,24,120,41,20,41,2408,6.38,7979,13,54,79.1,1,N,N,0.00
1-Sep-15,Tuesday,6.5,2777,161,180,40,45,45,3974,26.27,26762,130,54,78.5,2,N,N,0.00
31-Aug-15,Monday,6.0,1820,95,191,37,19,41,3212,17.94,16609,82,54,78.0,1,N,N,0.00
30-Aug-15,Sunday,6.6,1164,3,178,43,10,41,2130,10.21,10311,28,54,78.2,0,N,N,0.00
29-Aug-15,Saturday,8.1,1720,71,179,40,24,51,3079,15.53,14862,75,54,77.7,8,N,N,0.00
28-Aug-15,Friday,7.2,1780,61,190,37,23,42,3143,16.12,15688,68,54,78.7,3,N,N,0.00
27-Aug-15,Thursday,6.1,1350,76,183,37,13,42,2786,11.64,11320,49,54,78.7,0,N,N,0.00
26-Aug-15,Wednesday,7.2,1390,87,181,36,13,39,2873,14.04,12555,61,54,78.4,0,N,N,0.00
25-Aug-15,Tuesday,7.4,866,28,104,40,13,40,2342,5.52,6715,16,54,78.1,0,N,N,0.00
24-Aug-15,Monday,7.3,1636,35,184,39,37,42,2990,14.53,15664,64,54,77.9,0,N,N,0.00
23-Aug-15,Sunday,7.5,1971,31,179,40,61,42,3311,18.60,18911,80,54,78.3,5,N,N,0.00
22-Aug-15,Saturday,9.3,1790,4,177,41,41,42,3133,16.29,17515,60,54,78.7,7,N,N,0.00
21-Aug-15,Friday,7.3,1658,91,175,40,3,43,3051,16.12,15214,61,54,77.6,5,N,N,0.00
20-Aug-15,Thursday,7.0,1380,48,176,39,24,43,2829,11.98,12602,47,54,78.8,1,N,N,0.00
19-Aug-15,Wednesday,7.3,1334,44,178,38,10,40,2808,11.58,11277,51,54,80.0,1,N,N,0.00
18-Aug-15,Tuesday,6.7,1488,80,181,38,0,39,2931,13.86,12354,51,54,78.5,0,N,N,0.00
17-Aug-15,Monday,6.7,1414,75,187,37,8,40,2845,13.00,12026,47,54,78.5,0,N,N,0.00
16-Aug-15,Sunday,6.9,1663,2,182,40,12,39,2963,12.75,13573,24,54,79.0,1,N,N,0.00
15-Aug-15,Saturday,6.4,1348,18,168,44,5,48,2671,8.07,9661,5,54,78.2,1,N,N,0.04
14-Aug-15,Friday,7.2,925,5,186,38,0,43,2422,6.93,6736,26,54,78.5,3,N,N,0.00
13-Aug-15,Thursday,5.2,1516,53,175,42,14,45,2971,14.15,13278,68,54,80.4,0,N,N,0.00
12-Aug-15,Wednesday,7.8,1115,11,91,40,6,40,2513,6.85,8561,6,54,79.0,1,N,N,0.00
11-Aug-15,Tuesday,7.5,1736,85,177,38,12,42,3106,16.66,15939,72,54,76.3,0,N,N,0.00
10-Aug-15,Monday,7.2,581,12,92,37,0,40,2127,3.15,3943,0,54,78.8,0,N,N,0.00
9-Aug-15,Sunday,7.1,1372,5,178,42,4,45,2752,11.11,10955,31,54,77.9,5,N,N,0.00
8-Aug-15,Saturday,7.4,2160,2,177,40,23,40,3390,17.89,17193,65,54,78.5,8,N,N,0.00
7-Aug-15,Friday,7.8,1476,76,174,39,7,43,2920,13.74,12291,59,54,79.1,5,N,N,0.00
6-Aug-15,Thursday,7.6,896,23,93,39,39,41,2408,7.51,9289,33,54,78.5,2,N,N,0.00
5-Aug-15,Wednesday,6.7,1313,7,176,40,5,42,2759,11.49,11243,38,54,79.2,0,N,N,0.00
4-Aug-15,Tuesday,7.3,1461,87,185,39,0,42,2871,13.72,12860,50,54,78.3,0,N,N,0.00
3-Aug-15,Monday,7.5,1215,75,174,40,1,42,2698,11.79,10453,48,54,78.3,0,N,N,0.00
2-Aug-15,Sunday,7.0,2744,43,179,40,1,43,3909,24.37,22298,90,54,80.6,0,N,N,0.00
1-Aug-15,Saturday,8.3,1138,6,98,40,42,42,2518,6.44,8050,3,54,78.6,8,N,N,0.00
31-Jul-15,Friday,7.3,1163,45,191,40,8,45,2615,9.28,9160,33,54,78.0,3,N,N,0.00
30-Jul-15,Thursday,6.9,1550,86,189,41,12,44,3003,15.37,13872,63,54,78.6,0,N,N,0.00
29-Jul-15,Wednesday,7.6,641,13,103,39,5,41,2185,3.74,4573,12,54,79.0,0,N,N,0.00
28-Jul-15,Tuesday,6.6,1507,16,183,39,16,43,2931,13.88,13222,64,54,78.3,0,N,N,0.00
27-Jul-15,Monday,7.9,2021,73,176,43,22,46,3382,19.77,19616,88,54,78.2,0,N,N,0.00
26-Jul-15,Sunday,6.3,1062,4,90,41,11,44,2472,6.92,8567,10,54,78.3,1,N,N,0.00
25-Jul-15,Saturday,5.5,297,3,92,41,23,42,2167,2.71,3393,12,54,78.3,1,N,N,0.00
24-Jul-15,Friday,4.2,1128,13,101,44,33,47,2548,8.77,10966,22,54,78.3,10,N,N,0.00
23-Jul-15,Thursday,5.8,907,27,89,41,32,44,2410,7.39,9240,33,54,78.3,2,N,N,0.00
22-Jul-15,Wednesday,5.5,968,0,87,40,21,42,2434,6.79,8488,22,54,78.3,1,N,N,0.00
21-Jul-15,Tuesday,4.8,2500,3,182,42,49,45,3794,27.28,25282,115,54,78.3,3,N,N,0.00
20-Jul-15,Monday,5.4,1942,8,178,53,27,56,3220,15.21,14991,88,54,78.3,10,N,N,0.00
19-Jul-15,Sunday,7.6,571,4,94,37,3,40,2134,3.19,3896,6,54,78.4,10,N,N,0.00
18-Jul-15,Saturday,4.5,941,11,83,39,0,43,2372,4.54,5418,0,54,78.4,2,N,N,0.00
17-Jul-15,Friday,7.2,1645,85,177,43,17,46,3167,17.05,15970,67,54,77.9,5,N,N,0.00
16-Jul-15,Thursday,6.8,1367,75,173,38,0,41,2892,13.98,11835,51,54,77.9,2,N,N,0.00
15-Jul-15,Wednesday,7.2,1250,40,114,41,11,44,2706,8.91,9290,30,54,78.4,2,N,N,0.00
14-Jul-15,Tuesday,7.4,1479,81,174,39,0,41,2982,15.54,13150,53,54,77.6,0,N,N,0.00
13-Jul-15,Monday,7.6,1027,9,179,40,11,43,2563,9.22,8463,35,54,77.8,0,N,N,0.00
12-Jul-15,Sunday,7.8,1172,11,81,39,20,41,2604,8.86,8777,0,54,77.8,4,N,N,0.00
11-Jul-15,Saturday,8.8,1634,13,170,38,21,40,3015,13.58,14029,26,54,77.9,6,N,N,0.00
10-Jul-15,Friday,7.9,439,1,93,38,8,40,2069,3.02,2859,1,54,77.9,1,N,N,0.00
9-Jul-15,Thursday,6.3,745,8,93,37,0,40,2301,4.66,4334,0,54,78.1,0,N,N,0.00
8-Jul-15,Wednesday,9.1,1726,16,182,38,42,41,3164,16.03,10947,45,54,79.1,4,N,N,0.00
7-Jul-15,Tuesday,8.0,1543,6,172,40,26,43,2926,13.69,15024,13,54,79.0,5,N,N,0.00
6-Jul-15,Monday,8.5,575,2,92,40,16,42,2154,3.16,3796,11,54,79.0,4,N,N,0.00
5-Jul-15,Sunday,8.2,3384,25,191,44,33,46,4625,39.33,35773,149,54,78.9,6,N,N,0.00
4-Jul-15,Saturday,7.2,937,3,107,42,0,44,2336,3.86,4819,0,54,78.8,2,N,N,0.00
3-Jul-15,Friday,6.6,1448,13,180,41,41,42,2834,11.45,13855,21,54,78.8,6,N,N,0.00
2-Jul-15,Thursday,8.2,838,5,99,40,20,41,2319,5.68,7102,3,54,78.7,3,N,N,0.00
1-Jul-15,Wednesday,7.2,1498,4,170,40,13,43,2837,7.19,8992,10,54,78.7,3,N,N,0.00
30-Jun-15,Tuesday,6.5,989,14,105,40,31,42,2299,7.33,8946,19,54,78.5,0,N,N,0.00
29-Jun-15,Monday,5.2,1495,82,177,46,16,49,2955,14.95,13439,61,54,77.7,0,N,N,0.00
28-Jun-15,Sunday,7.4,1177,8,154,38,43,41,2546,5.95,7439,4,54,78.9,0,N,N,0.00
27-Jun-15,Saturday,5.5,1159,9,108,50,57,53,2562,8.03,10037,27,54,77.8,14,N,N,0.00
26-Jun-15,Friday,7.2,1643,83,174,39,10,42,3063,16.24,15083,66,54,77.4,0,N,N,0.00
25-Jun-15,Thursday,7.2,464,7,86,38,0,40,2052,2.13,2658,0,54,79.2,0,N,N,0.00
24-Jun-15,Wednesday,6.9,934,4,89,39,25,41,2437,7.53,9417,18,54,79.5,3,N,N,0.00
23-Jun-15,Tuesday,6.5,637,17,92,38,0,39,2175,2.97,3716,0,54,78.8,0,N,N,0.00
